Date,Hour,temp,rel_hum,rain,V2 Flag,Hops Cum. Index,Hops Powdery Mildew Risk,,,,
Jan 23 2013,23,-2.2,48.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,0,-4.1,53.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,1,-5.2,55.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,2,-6,57.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,3,-6,57.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,4,-6,57.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,5,-6,58,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,6,-6,60.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,7,-6,61,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,8,-5,60.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,9,-4,59.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,10,-3.9,64.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,11,-2.7,63.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,12,-0.7,61,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,13,1.3,58.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,14,3.2,58.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,15,5.2,55,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,16,7.1,51.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,17,8.2,51.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,18,9,52.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,19,8.9,57.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,20,8.2,60.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,21,9,60.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,22,9.2,62.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 24 2013,23,11.2,57.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,0,12.9,55.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,1,12.9,62.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,2,13.1,76.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,3,14.1,78,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,4,15.1,73.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,5,15.2,72.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,6,16.1,69.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,7,17.3,63,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,8,17.1,64.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,9,17.2,69.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,10,18.2,70,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,11,19.1,64.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,12,18.8,53.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,13,16.9,55.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,14,16,55.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,15,16,53.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,16,15.9,53.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,17,15.5,54,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,18,18.9,44.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,19,18.1,46.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,20,17.9,44.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,21,8.9,63.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,22,7.9,65.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 25 2013,23,6.8,66.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,0,4.9,71.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,1,4.1,71.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,2,4,72.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,3,3,76,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,4,3,78.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,5,3,78.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,6,2.9,76.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,7,2.4,81.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,8,6.2,68.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,9,7,70.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,10,7.2,76.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,11,10.1,65.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,12,11.3,63.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,13,14.5,60.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,14,18.1,53.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,15,19.4,53.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,16,21.9,50,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,17,22.1,52.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,18,22.9,53.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,19,22.1,56.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,20,23,53.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,21,23,57.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,22,23,57.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 26 2013,23,23,57.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,0,23,57.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,1,23,58.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,2,23.1,62.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,3,23.7,60.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,4,21,70.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,5,21.6,69.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,6,26.3,62,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,7,28.3,57.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,8,30,55.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,9,30.1,55.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,10,30.9,56.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,11,31.1,58.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,12,32.4,57.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,13,33.4,63.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,14,31.7,90,0.07, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,15,30.7,97.7,0.1, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,16,30.8,100,0.09, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,17, , ,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,18, , ,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,19, , ,0, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,20,32,93.6,0.02, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,21,30.7,100,0.06, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,22,30.5,100,0.03, ,0,Low Powdery Mildew Risk,,,,
Jan 27 2013,23,31.9,96.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,0,30.9,99.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,1,30.9,96.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,2,30.5,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,3,30.8,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,4,30.9,96.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,5,30.2,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,6,30.2,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,7,30.1,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,8,30.7,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,9,30.4,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,10,31.1,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,11,32,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,12,32,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,13,32,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,14,32,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,15,32,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,16,32,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,17,32,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,18,31.9,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,19,30.8,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,20,30.8,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,21,30.6,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,22,30.1,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 28 2013,23,30.1,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,0,30.1,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,1,30.1,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,2,30.2,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,3,30.3,100,0.01, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,4,30.4,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,5,30.8,100,0.01, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,6,30.5,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,7,30,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,8,30.1,100,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,9,30.5,98.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,10,33.1,92.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,11,33.2,90.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,12,32,93,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,13,32.3,91.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,14,33.1,88.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,15,33.1,88.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,16,33,88.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,17,32,88.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,18,31.9,88.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,19,30.8,88.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,20,29.7,85.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,21,27,88.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,22,27,84.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 29 2013,23,26.9,85.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,0,25.9,88,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,1,24.9,87.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,2,24.9,83.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,3,22.9,85.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,4,21.8,84.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,5,21,87.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,6,21,84.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,7,20.9,87.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,8,19.5,91.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,9,20.8,73.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,10,18.8,73.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,11,17.2,73.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,12,18,70.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,13,17.5,68.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,14,14,78.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,15,13.9,78.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,16,13.1,76.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,17,14,77.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,18,13.9,73.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,19,12.8,80,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,20,11.9,76.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,21,10.8,76.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,22,9.9,79.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 30 2013,23,8.9,79.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,0,7.8,79.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,1,6,79,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,2,5,78.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,3,4.7,85.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,4,3.6,89.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,5,3.8,82.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,6,3,78.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,7,2.9,79,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,8,1.8,78.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,9,0.9,74.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,10,0,74.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,11,0.1,71.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,12,1,74.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,13,1.1,71.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,14,1.8,74,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,15,1,67.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,16,1,67.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,17,0.9,68.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,18,-0.1,70.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,19,-0.8,66.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,20,-4.1,76.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,21,-5.2,71.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,22,-6.2,71,0, ,0,Low Powdery Mildew Risk,,,,
Jan 31 2013,23,-8.1,73.8,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,0,-9,73.7,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,1,-9.1,70.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,2,-10.1,70.6,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,3,-11.1,74.4,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,4,-11.9,77.4,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,5,-11.9,76.9,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,6,-12.1,73.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,7,-13,75.9,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,8,-13,76.8,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,9,-12.8,82.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,10,-10.8,73.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,11,-8.8,67.1,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,12,-6.9,67,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,13,-5.8,63.3,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,14,-3.8,58.6,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,15,-1.8,58.1,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,16,0.1,56.7,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,17,1.2,62.9,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,18,1.1,80.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,19,1.4,91.9,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,20,1.5,91.8,0.02, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,21,2.4,91.5,0.02, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,22,3.8,88.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 01 2013,23,3,91.2,0.01, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,0,3.1,91.4,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,1,3.1,91.4,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,2,3.8,91.4,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,3,2.9,87.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,4,1.9,90.7,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,5,1.8,88.3,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,6,1,86.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,7,1,86.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,8,0.9,86.1,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,9,0.1,81.9,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,10,1.1,74.3,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,11,2.1,71.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,12,3.1,68.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,13,4.2,68.8,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,14,6.3,68.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,15,8.1,68.8,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,16,8.2,68.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,17,9,66,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,18,9,66.4,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,19,8.9,71.3,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,20,8.5,85.2,0.01, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,21,7.4,89.8,0.01, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,22,8.4,91.9,0, ,0,Low Powdery Mildew Risk,,,,
Feb 02 2013,23,8.2,91.6,0.01, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,0,9,88.1,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,1,8.6,92.1,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,2,9.8,91.6,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,3,9,87.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,4,9,83,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,5,8.9,79.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,6,7.8,79.4,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,7,5.8,79.3,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,8,3.8,80.1,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,9,3.2,82.4,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,10,5.2,77.1,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,11,7.2,71.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,12,9.3,65.7,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,13,12.1,62.9,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,14,12.9,61.1,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,15,12.8,65.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,16,12.2,77.8,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,17,12.9,70,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,18,12.8,71.6,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,19,12.2,84.4,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,20,12,86.8,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,21,12.1,84.1,0.01, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,22,12.1,89.8,0, ,0,Low Powdery Mildew Risk,,,,
Feb 03 2013,23,12.2,85.6,0.01, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,0,10.7,91.8,0.01, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,1,10.8,91.7,0.01, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,2,10.2,88.5,0.01, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,3,10.2,86,0.01, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,4,7.8,89.7,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,5,6.1,90.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,6,6.1,89.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,7,6,79,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,8,4.8,77.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,9,3.2,75.1,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,10,5.4,70.8,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,11,8.2,65.6,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,12,9.3,62.6,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,13,11.9,57.6,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,14,11.2,58.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,15,13.1,60.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,16,14,56.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,17,14,56.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,18,13.8,57.3,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,19,12,62.9,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,20,12,60.9,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,21,12,63.6,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,22,12,66.8,0, ,0,Low Powdery Mildew Risk,,,,
Feb 04 2013,23,12.1,72.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,0,12.2,92.3,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,1,12.5,92,0.02, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,2,14,92.4,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,3,18.2,88.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,4,19.9,88.7,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,5,20.2,91.8,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,6,21.4,92.4,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,7,23,99.1,0.04, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,8,23.3,99,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,9,24.3,99.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,10,26.2,94.3,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,11,27,84.8,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,12,26.9,84.7,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,13,26.1,83.3,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,14,26.1,77,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,15,26.1,74,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,16,25.5,72.3,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,17,24.8,63.1,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,18,22.5,68.6,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,19,18.9,73.6,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,20,17.9,73.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,21,17.1,73.4,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,22,16.6,75.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 05 2013,23,12.7,91.6,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,0,10.8,91.5,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,1,9.8,91.9,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,2,7.8,95.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,3,6.1,95.2,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,4,5.8,95.3,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,5,3.9,95.9,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,6,4,95.4,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,7,5.2,91.9,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,8,7,91.3,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,9,7.2,91.3,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,10,9.2,91,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,11,10.5,91.7,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,12,12.6,98,0.03, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,13,15.6,94.9,0.01, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,14,20.2,87.8,0, ,0,Low Powdery Mildew Risk,,,,
Feb 06 2013,15,21.9,84.4,0, ,0,Low Powdery Mildew Risk,,,,
